drug_name,gene_name
2-CHLOROADENOSINE,MAPK1
SARAFLOXACIN HYDROCHLORIDE,HSD17B10
DOCUSATE,VDR
MITOBRONITOL,AR
FLUAZINAM,VDR
CEP-1347,RPS6KA1
RIMONABANT,AR
DIHYDROTANSHINONE I,MAPK14
AZD-1080,CDK5
ETIDRONIC ACID,CYP1A2
LY-294002,NFKB1
MK-0893,GCGR
BUSULFAN,CYP2D6
NAPROXEN SODIUM,CYP1A2
AMINACRINE HYDROCHLORIDE,NFE2L2
STILONIUM IODIDE,AR
CHEMBL:CHEMBL429095,CYP2C19
ALISERTIB,KDR
DIENESTROL,ALOX15
CHEMBL:CHEMBL515505,HBB
AMCINAFIDE,GLP1R
METHOXYVERAPAMIL HYDROCHLORIDE,KCNH2
IMMUNOTOXIN,GFAP
CHEMBL:CHEMBL117487,HDAC4
CHEMBL:CHEMBL117487,HDAC2
EBSELEN,CYP2C19
FLUSPIRILENE,PPARD
BMS-182874,CYP2C9
ROTTLERIN,ALDH1A1
KAMEBANIN,SMAD3
CHEMBL:CHEMBL406557,SMN1
CHEMBL:CHEMBL2095095,SMAD3
TRIAMTERENE,NFE2L2
CHEMBL:CHEMBL271165,CYP1A2
SALICYLURIC ACID,HSD17B10
SB203580,CSNK1D
GW441756X,NTRK3
CYPATE,ITGB3
TRICLOSAN,SMAD3
BIX-01294,SMAD3
CYCLOTHIAZIDE,FXYD2
CHEMBL:CHEMBL351569,DDAH1
PHENELZINE,CYP3A4
GW7647,NR3C1
PIRAGLIATIN,GCK
SECRAMINE A,CDC42
PROPYLPYRAZOLETRIOL,CYP1A2
CHEMBL:CHEMBL136344,GAA
DACTOLISIB,MAP4K5
DIFLUNISAL,HSD17B10
E232,NFE2L2
ANTHRALIN,ALDH1A1
METCONAZOLE,AR
CHEMBL:CHEMBL607253,ATXN2
PIPERTRAMINE AMIDE,CHRM2
INDIRUBIN-3'-MONOXIME,CYP2D6
TO-901317,RORC
INDIRUBIN-3'-MONOXIME,SMN2
APICIDIN,HDAC9
STICTIC ACID,CASP7
OXAPIUM IODIDE,AR
CHEMBL:CHEMBL444376,SMN2
CHEMBL:CHEMBL538798,VDR
TESTOSTERONE,CYP2C19
DANAZOL,CYP3A4
CHEMBL:CHEMBL471225,CYP2C19
CHEMBL:CHEMBL429095,NFE2L2
CHEMBL:CHEMBL306147,AR
IODOCARB,AR
PYRAZINAMIDE,CYP2C9
CHEMBL:CHEMBL17442,TERT
GENTIAN VIOLET CATION,ESR1
CINNARIZINE,TP53
MORIN,HSD17B10
2'-METHOXYFORMONETIN,HSD17B10
SIMETRIDE,NFE2L2
ZERANOL,RORC
CERITINIB,CYP3A4
ALLETHRIN,AR
MALINAMIDE,NFE2L2
BARDOXOLONE METHYL,STAT3
CHEMBL:CHEMBL581865,GLP1R
DIGITOXIN,TOP2A
TUBASTATIN A,HDAC1
DICHLOROACETIC ACID,PDK1
CHEMBL:CHEMBL119878,VDR
PACLITAXEL,TUBB3
MOFEGILINE,MAOB
VALRUBICIN,AR
RIMEGEPANT,CALCRL
CHEMBL:CHEMBL472004,ADM
MI-503,KMT2A
FUTUXIMAB/MODOTUXIMAB MIXTURE,NRAS
1-NAPHTHYLISOTHIOCYANATE,HSD17B10
IPATASERTIB,STK11
HAEMATOXYLIN,FGB
CARMINIC ACID,ATXN2
QUIFENADINE,AR
DIPHENYLUREA,CDK9
TACEDINALINE,HDAC5
GERONTOXANTHONE I,SMAD3
SB 242084,ATXN2
CHEMBL:CHEMBL379975,MAP2K2
CHEMBL:CHEMBL599924,ATXN2
CHEMBL:CHEMBL600103,SMN2
PROPYLPARABEN,AR
NICLOSAMIDE,SMN2
GW5074,CYP1A2
GW441756X,CHEK2
CEFMETAZOLE,ABCC2
CHEMBL:CHEMBL146525,GAA
AZTREONAM,CYP1A2
AZD1480,JAK2
TEPOTINIB,MET
CABOZANTINIB S-MALATE,MET
IBUTAMOREN,GHSR
DACTOLISIB,PIK3C2G
PF-04691502,PIK3C3
REGORAFENIB,FLT1
X-82,FLT4
SORAFENIB,PDGFRB
FEXAGRATINIB,AKT2
DINACICLIB,CDK2
CISPLATIN,MIR21
DABRAFENIB,MAP2K6
SORAFENIB,VEGFC
NIFEDIPINE,ABCB1
EPIPODOPHYLLOTOXIN COMPOUND,ABCB1
PUROMYCIN,AGTR2
RIBAVIRIN,ANGPT2
IL-10,ALK
DIETHYLSTILBESTROL,AMH
STAUROSPORINE,ANXA1
ANTIDEPRESSANT AGENT,APOE
STAUROSPORINE,APOE
RIBAVIRIN,BCL2
ZM336372,FAH
PILOCARPINE HYDROCHLORIDE,BDNF
FULVESTRANT,BDNF
RECOMBINANT TUMOR NECROSIS FACTOR FAMILY PROTEIN,BDNF
PD-98059,BGLAP
CITALOPRAM,GSK3B
MITOMYCIN,BRCA1
IH636 GRAPE SEED PROANTHOCYANIDIN EXTRACT,CALCA
RECOMBINANT CD40-LIGAND,CDKN1B
PD-98059,CDKN1B
METHOTREXATE,CDKN1B
EPOETIN ALFA,CISH
OXYCODONE,CYP1A2
VINCRISTINE,CP
TETRANDRINE,CP
TOLMETIN SODIUM,PTGS1
ATROPINE,CYP19A1
O6-BENZYLGUANINE,CYP1A2
RECOMBINANT HEPATOCYTE GROWTH FACTOR,CYP2B6
PHENYTOIN SODIUM,CYP3A5
NICOTINE POLACRILEX,CYP3A4
IXABEPILONE,CYP3A4
ATROPINE,CYP3A5
SURAMIN,DDIT3
MANNITOL,DDIT3
NICOTINE POLACRILEX,DDIT3
IMMUNOSUPPRESSANT,DEFB4A
PROTEASOME INHIBITOR,DDIT3
TIRATRICOL,NFE2L2
FARNESYL TRANSFERASE INHIBITOR,DNMT1
PROPOFOL,ENO2
SODIUM BUTYRATE,ENO2
GEFITINIB,ERBB2
PD-98059,ERBB2
FLUOROURACIL,ERCC1
MPA,FAS
ARECAIDINE PROPARGYL ESTER,AANAT
IL-18,FCGR3A
DEXTROAMPHETAMINE SULFATE,GFAP
DEHYDRATED ALCOHOL,GCLC
ROFECOXIB,GHRL
EPIGALLOCATECHIN GALLATE,GJA1
THYROXINE,GSR
RECOMBINANT INTERLEUKIN-1,IL1R1
ACELLULAR DERMAL MATRIX,GSTP1
"BENZO(A)PYRENE-7,8-DIOL 9,10-EPOXIDE",GSTP1
EPOETIN ALFA,IL1R1
CYCLOOXYGENASE INHIBITOR,IL2
BECLOMETHASONE DIPROPIONATE,IL2RA
DINITROCHLOROBENZENE,IL2RA
MEGESTROL ACETATE,IL2RA
DIDANOSINE,IL2RA
IONOMYCIN,CXCL8
BINETRAKIN,CXCL8
PRASTERONE,IRS1
THEOPHYLLINE,ITGAM
PANCREATIC PROTEOLYTIC ENZYMES,ITGB2
PENTOXIFYLLINE,ITGB2
SODIUM BUTYRATE,ITGB2
EPIGALLOCATECHIN GALLATE,KCNJ11
PANTOPRAZOLE SODIUM,ATP4A
TESTOSTERONE,LCAT
EPOETIN ALFA,LDLR
DEHYDRATED ALCOHOL,LIPC
PHOSPHATIDYLINOSITIDE 3-KINASE INHIBITOR,MAPK1
LEVODOPA,MAPK1
LEFLUNOMIDE,MMP1
ISOSORBIDE MONONITRATE,NPR1
RETINOIC ACID AGENT,MMP2
IRINOTECAN HYDROCHLORIDE,MTHFR
RUBOXISTAURIN,F9
BRYOSTATIN 1,MYC
RETINOIC ACID AGENT,MYB
RETASPIMYCIN HYDROCHLORIDE,ALK
SELECTIVE ESTROGEN RECEPTOR MODULATOR,NFE2L2
TAMOXIFEN,NFE2L2
RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,NOS1
ENDOTHELIN RECEPTOR ANTAGONIST,NPY
VINCRISTINE,NRG1
INOSITOL,NRAS
RECOMBINANT HEREGULIN,NRG1
TESTOSTERONE,OXTR
ASTEMIZOLE,AR
CHEMBL:CHEMBL428789,SMN1
MPA,PLA2G1B
BAY-11-7085,ATXN2
RANITIDINE HYDROCHLORIDE,PLA2G1B
DEHYDRATED ALCOHOL,PRKCD
FLUOROURACIL,PTPRC
CISPLATIN,ADH1C
RETINOIC ACID AGENT,RBP3
SIROLIMUS,RPS6KB1
PRASTERONE,SLC2A4
ADENOVIRUS VECTOR,SLC2A4
STAUROSPORINE,SLC2A4
CHEMBL:CHEMBL585045,CYP2C9
CLOZAPINE,SRC
LIF,FCGR3A
CHEMBL:CHEMBL1339015,CYP2C19
THERAPEUTIC STEROID HORMONE,SRY
PROGESTIN,STS
TETRACYCLINE,TAT
ERENUMAB,CALCRL
TAS-115,KDR
DEHYDRATED ALCOHOL,TG
SANDOSTATIN,TGFB1
TOREMIFENE,TGFB1
PROXIBARBAL,MAOA
ADRIAMYCIN,XIAP
HALOFUGINONE,WT1
OSIMERTINIB,MET
INFIGRATINIB,FGFR1
COMPOUND 19A [PMID: 21855335],EPHX2
ESTROGENS,F5
IPILIMUMAB,CTLA4
DICLOFENAC SODIUM,CYP2J2
LOSARTAN POTASSIUM,STK39
VELTUZUMAB,MS4A1
AVATROMBOPAG,CYP2C9
CHEMBL:CHEMBL1351908,NOD2
VITAMIN E,TGFB1
RITUXIMAB,IL2
CARBIMAZOLE,HLA-B
CLOZAPINE,ABCG2
MERCAPTOPURINE,SLC22A1
LITHIUM,SH2B1
CHEMBL:CHEMBL578905,ALDH1A1
NORTRIPTYLINE,AKT1
METHYLPHENIDATE HYDROCHLORIDE,DRD3
EMETINE,MTOR
METHYLPHENIDATE HYDROCHLORIDE,GRIN2B
METHYLPHENIDATE HYDROCHLORIDE,PDIA2
NOREPINEPHRINE,ADRB1
CYTARABINE,TPMT
FLOXACILLIN,HLA-DQA1
BEPRIDIL,ABCB1
IDARUBICIN,ABCB1
CARVEDILOL,ABCB1
MINAPRINE,DRD2
SAR260301,F3
SUNITINIB,FLT4
PROPOFOL,HTR2A
FELODIPINE,NR3C2
MITOTANE,CYP2B6
ALLOPURINOL,UGT1A1
OSPEMIFENE,CYP2B6
ACALABRUTINIB,CYP3A4
NIVOLUMAB,EGFR
NIVOLUMAB,ALK
CELECOXIB,ATP2A3
CELECOXIB,CACNA1D
CELECOXIB,CTNNB1
COMPOUND 28 [PMID: 18324760],ACE2
CELECOXIB,CACNA1C
CELECOXIB,PPARG
USTEKINUMAB,TLR5
RIBOCICLIB,PGR
EXEMESTANE,PGR
BEPRIDIL,CYP2D6
UPADACITINIB,CYP2D6
NOREPINEPHRINE,ADRA2A
N-DESMETHYLCLOZAPINE,CYP1A2
MUSCARINIC TOXIN 7,AANAT
BRAF INHIBITOR BGB-3245,NRAS
INTERFERON ALFA-N1,IFNL3
TENOFOVIR DISOPROXIL FUMARATE,CYP24A1
CLOZAPINE,CYP1A1
USTEKINUMAB,ADAM33
MARAVIROC,CCR5
THIOTEPA,ALDH1A1
GABAPENTIN,OPRM1
LAMOTRIGINE,UGT2B15
DEHYDROXYMETHYLEPOXYQUINOMICIN,RELA
IDARUBICIN,NT5C3A
RIBAVIRIN,FTO
NOREPINEPHRINE,COMT
AVELUMAB,CD274
ATEZOLIZUMAB,CD274
SNS-032,CDK2
TICLOPIDINE,HLA-C
FLOXACILLIN,HLA-C
USTEKINUMAB,HLA-C
SPIRONOLACTONE,NOS3
PAREGORIC,CYP3A5
GLESATINIB,MET
ETOPOSIDE,SLCO1B1
USTEKINUMAB,TNFRSF1B
CISPLATIN,BRCA2
ALPELISIB,ESR1
VELPATASVIR,IFNL3
ASPIRIN,PPARG
ASPIRIN,GSTP1
OLAPARIB,CHEK2
FLOXACILLIN,ST6GAL1
FLOXACILLIN,HLA-A
ONDANSETRON HYDROCHLORIDE,SLC6A4
TICLOPIDINE,HLA-A
PAMIDRONATE,TNFRSF11A
ARSENIC TRIOXIDE,PML
CUDC-101,ERBB2
VALPROIC ACID,HDAC3
VALPROIC ACID,HDAC9
VOLASERTIB,PML
XL228,IGF1R
ALFIMEPRASE,FGA
PYRILAMINE MALEATE,HRH1
ANAMORELIN,GHSR
VON WILLEBRAND FACTOR,F9
TRIPELENNAMINE HYDROCHLORIDE,HRH1
AR-42,HDAC2
AZATADINE MALEATE,HRH1
ARVERAPAMIL,CACNB3
BUCLIZINE HYDROCHLORIDE,HRH1
SELURAMPANEL,GRIA2
ORTICUMAB,OLR1
METHYSERGIDE MALEATE,HTR2B
ESMIRTAZAPINE,HTR2A
METHYSERGIDE MALEATE,HTR1A
METOCLOPRAMIDE HYDROCHLORIDE,DRD2
TRIFLUOPERAZINE HYDROCHLORIDE,HTR2A
THIORIDAZINE,HTR2C
LISINOPRIL ANHYDROUS,ACE2
TAVILERMIDE,NTRK1
MM-111,ERBB3
1.ALPHA.-HYDROXYVITAMIN D5,VDR
TRIFLUOPERAZINE HYDROCHLORIDE,HTR2C
MUPARFOSTAT,KDR
MUPARFOSTAT,FGFR1
LOPERAMIDE,OPRM1
SOMATROPIN (RECOMBINANT DNA ORIGIN),GHR
HYDROMORPHONE HYDROCHLORIDE,OPRM1
NORELGESTROMIN,PGR
VALILTRAMIPROSATE,APP
TROFINETIDE,IGF1
BOSUTINIB,SRC
ANILERIDINE HYDROCHLORIDE,OPRM1
DEXAMETHASONE ACETATE,NR3C1
SAFINAMIDE,MAOB
FIRATEGRAST,ITGA4
HYDROCORTISONE BUTYRATE,NR3C1
TEPLIZUMAB,CD3E
TRANDOLAPRIL,ACE
VALSARTAN,AGTR1
VAPREOTIDE,SSTR2
VAPREOTIDE,SSTR5
VARESPLADIB,PLA2G2A
DIENESTROL,ESR1
BUTABARBITAL,GRIA2
MIGLUSTAT,UGCG
"ERGOLOID MESYLATES, USP",ADRA2A
FLUMETHASONE PIVALATE,NR3C1
GLICLAZIDE,KCNJ1
GOLIMUMAB,TNF
ISOFLUROPHATE,BCHE
LIOTHYRONINE,THRB
MESORIDAZINE,HTR2A
METHYSERGIDE,HTR2A
MILRINONE,PDE3A
METHIXENE,CHRM3
MINAPRINE,HTR2B
PENTAZOCINE,OPRM1
TIROFIBAN,ITGA2B
ZOPICLONE,TSPO
LANSOPRAZOLE,ATP4A
"ESTROGENS, CONJUGATED (USP)",ESR1
DIMENHYDRINATE,HRH1
DICHLORPHENAMIDE,CA1
ALFUZOSIN HYDROCHLORIDE,ADRA1A
PHENYLEPHRINE BITARTRATE,ADRA1A
GALANTAMINE,ACHE
CARVEDILOL,ADRA1D
LOFEXIDINE,ADRA2A
METHADYL ACETATE,OPRM1
METHOXAMINE,ADRA1A
TOLAZOLINE HYDROCHLORIDE,ADRA1A
OLANZAPINE,CHRM2
OXYCODONE,OPRM1
PINDOLOL,ADRB2
PROCATEROL,ADRB2
PROCHLORPERAZINE,HRH1
PERICIAZINE,ADRA1A
DYPHYLLINE,PDE3A
VIGABATRIN,ABAT
BELATACEPT,CD80
EP-7041,F11
EVORPACEPT,CD47
FADRACICLIB,CDK9
PI3K P110BETA/DELTA INHIBITOR KA2237,PIK3CG
SELITRECTINIB,NTRK1
CPI-1205,EZH2
ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015,MET
UBROGEPANT,S100A12
DUTASTERIDE,SRD5A1
INTERFERON GAMMA-1B,IFNGR2
CRENEZUMAB,APP
OXCARBAZEPINE,SCN5A
PRILOCAINE HYDROCHLORIDE,SCN5A
GSK-3117391,HDAC9
TT-301,IL1B
NEBENTAN,EDNRA
ROMAZARIT,PPARA
SCH442416,ADORA2A
CHEMBL:CHEMBL27508,ADORA1
PHORBOL 12-MYRISTATE 13-ACETATE,TRPV4
SILTUXIMAB,IL6
RAGAGLITAZAR,PPARA
LENVATINIB MESYLATE,KDR
BLINATUMOMAB,CD3E
METELIMUMAB,TGFBR1
ELSAMITRUCIN,TOP2A
ROXINDOLE,DRD2
LENVATINIB MESYLATE,FLT1
IBALIZUMAB,CD4
FADROZOLE,CYP19A1
TIPIRACIL HYDROCHLORIDE,TYMP
EVODENOSON,ADORA2A
RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,CCR2
EPTASTIGMINE,BCHE
CS-8080,NR1H3
BMS-852927,NR1H2
SU-014813,FLT1
PYRUVIC ACID,ABAT
TUROFEXORATE ISOPROPYL,NR1H4
PEMIROLAST,HRH1
CALCIPOTRIENE,VDR
AEW-541,IGF1R
MESMULOGENE ANCOVACIVEC,IL2
FELYPRESSIN,AVPR1A
AGERAFENIB,EGFR
VINORELBINE,TUB
CEP-5214,FLT1
CARMOTEROL,ADRB2
ATIPRIMOD,STAT3
PALOMID-529,MTOR
IZORLISIB,PIK3R1
ABT-102,TRPV1
CYSTEAMINE HYDROCHLORIDE,SST
MK-0812,CCR2
KU-60019,ATM
KENPAULLONE,CCNB1
PHA-793887,CDK4
SULCARDINE SULFATE,SLC25A20
CIPARGAMIN,KCNH2
SULCARDINE SULFATE,CALCA
AMILOMOTIDE,APP
CR 1447,AR
THR-18,SERPINE1
INIPARIB,PARP1
MT-3995,NR3C2
ANLOTINIB,KDR
BENTAMAPIMOD,MAPK9
AT-7519,CDK7
TRV-120027,AGTR1
TIMOLUMAB,AOC3
DUPILUMAB,IL4R
RONICICLIB,CDK9
PERAMPANEL,GRIA4
MEDETOMIDINE,ADRA2A
METHIMAZOLE,TPO
SPIROGLUMIDE,CCKBR
RG7342,GRM5
POZIOTINIB,ERBB2
NADOFARAGENE FIRADENOVEC,IFNA2
POZIOTINIB,ERBB4
FORETINIB,TEK
AZIMILIDE,CALCA
EPLIVANSERIN FUMARATE,HTR2A
MK-2206,AKT2
BERTILIMUMAB,CCL11
PARP INHIBITOR E7016,PARP1
NEFLAMAPIMOD,MAPK14
CAPMATINIB,MET
SAMOTOLISIB,PIK3CD
BATEFENTEROL,ADRB2
SB-773812,HTR2A
ONO-2333MS,CRHR1
ASP7991,CASR
AZD1446,CHRNA4
DASOLAMPANEL,GRIA4
OBETICHOLIC ACID,NR1H4
ALLOPURINOL,XDH
AMOSULALOL,ADRA2C
MODAFINIL,ADRA1D
BERMEKIMAB,IL1A
EMRICASAN,CASP7
APRICOXIB,PTGS2
4-PHENYLBUTYRIC ACID,HDAC9
EMRICASAN,CASP12
TANESPIMYCIN,HSP90AA1
ALDOXORUBICIN,TOP2A
CLEVUDINE,OCA2
ECOPIPAM,DRD1
ATRELEUTON,ALOX5
BENZODEPA,CD28
ANACETRAPIB,CETP
CANDOXATRIL,MME
EPERISONE,CAV1
"L-775,606",A2M
BROMOCRIPTINE,HTR2C
KETANSERIN,HTR2C
SB 228357,HTR2C
LP-44,SERPINA3
CLOZAPINE,SERPINA3
XANOMELINE,SERPINA3
CAROTUXIMAB,ENG
ZIPRASIDONE,SERPINA3
BW B70C,CREB1
PHENYLEPHRINE,ABCA4
RO-70-0004,ABCA4
IMARADENANT,ABAT
NAMODENOSON,ABCA1
CV-1808,ABCA1
FUROSEMIDE,CD69
LEVOBUNOLOL,ABO
PRENALTEROL,ABO
BUPRANOLOL,ABO
BUPRANOLOL,ACAA1
BIIB091,EFNB2
WNY0824,GCLC
"[HYP3,TYR(ME)8]BK",BDKRB2
RIBOSOMAL PROTEIN S19,ACACB
RPR121154,ACACB
"SQ-24,798",CYP27B1
FPL64176,CACNA1D
MDX-210,ERBB2
VBY-825,FOS
[3H]L365260,CCKBR
BMS COMPOUND 87B,ACTB
LAZUCIRNON,ACTB
CCL24,ACTB
[125I]CCL27 (HUMAN),CCR4
CLAZAKIZUMAB,IL6
BAMOCAFTOR,CFTR
PIROXICAM-BETA-CYCLODEXTRIN,CPT1B
PHENYLBUTAZONE,CPT1B
GOMILIXIMAB,FCER2
PLERIXAFOR,ACTG1
AMINOPURVALANOL A,EGR4
CROZBACICLIB,CDK4
CDK4 INHIBITOR II,CDK4
R547,CDK4
PALBOCICLIB,EIF4EBP1
ABIRATERONE ACETATE,CPB2
COMPOUND 30 [PMID: 22239545],CYP2C19
ORDESEKIMAB,IL15
AMINOETHOXYVINYLGLYCINE,CSHL1
S312,DHODH
JBJ-09-063,DXO
GSK343,EZH2
PD 174265,DXO
TUCATINIB,DXO
LY2077855,CRP
ZILTIVEKIMAB,FCGRT
TASURGRATINIB,SLC26A3
SLF,ONECUT1
PEXMETINIB,DRD1
COMPOUND 8H [PMID: 22765894],DRD3
PEXMETINIB,DRD3
BIMATOPROST (FREE ACID FORM),APOC2
ZK93426,ARNT
TBPS,ARNT
NNC-711,CD14
LY233053,GRIN2B
HOMOQUINOLINIC ACID,GRIN2B
[3H]MDL105519,GRIN2B
TRICHOSTATIN A,MSTN
LECANEMAB,APP
J27644,GAS1
RESMINOSTAT,GAS1
COMPOUND 3A [PMID: 21444206],ADH1C
AM281,ADCY3
AMG-780,ANGPT2
ISOXSUPRINE HYDROCHLORIDE,ADRA1D
ARN19874,CRK
FR181157,APOC3
BEZAFIBRATE,PPARD
CARBETOCIN,OXTR
MK-2461,DRD2
CABOZANTINIB S-MALATE,DRD2
CENISERTIB,DRD2
ZM-306416,DRD2
COMPOUND 8H [PMID: 22765894],DPT
CIPROFIBRATE,PPARA
SEMAXANIB,DPT
CATUMAXOMAB,CD3E
PRENYLAMINE,CALM1
ABSCISIC ACID,HGF
BETAHISTINE,HRH1
DEFACTINIB,CTSV
COMPOUND 23 [PMID: 17600705],EPHX2
CC-90011,GEM
BIIB-022,IGF1R
CORTICOTROPHIN-RELEASING HORMONE,ANG
PG-901,ANK1
IMC-3C5,FLT4
COMPOUND 4 [PMID: 21105727],SLC25A4
TB-403,PGF
DARIFENACIN,AANAT
"WIN 51,708",AANAT
SABCOMELINE,AANAT
OTENZEPAD,AANAT
OXYBUTYNIN,AANAT
MEDI-6469,TNFRSF4
UCSF3384,ANK2
DIFLUOROAGOMELATINE,ANK2
S22153,ANK2
ADL5859,APOF
EWB-3-14,APOF
METHADONE HYDROCHLORIDE,APOF
[3H]CTOP,APOF
E2.3,TFRC
FARALIMOMAB,IFNA1
CP 99994,AQP3
[125I][MEPHE7]NKB,AQP5
ENTRECTINIB,NTRK3
SB 235375,AQP5
MELATONIN,MTNR1A
GLYCYRRHIZIC ACID,SLCO1B1
[3H]BSP,SLCO1A2
PHYSOSTIGMINE SALICYLATE,ACHE
SURAMIN,APC
SELADELPAR,BCKDHB
RAGAGLITAZAR,BCKDHA
PIK-III,F3
COMPOUND 27 [PMID: 35834807],F5
GILMELISIB,F5
RV6153,F5
AZELNIDIPINE,CACNA1D
IDELALISIB,PIK3CB
PIK-108,F7
RV6153,PIK3CB
TG-100-115,PIK3CB
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",PIK3CB
ODEVIXIBAT,SLC10A2
ARI-3531,FXN
"[ALA1,12,AIB3,GLN10,HARG11,TRP14]PTH-(1-14)-NH2",XIAP
"[TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)",XIAP
INDUSATUMAB VEDOTIN,TUBB4B
"PTHRP-(7-34) (HUMAN, RAT, MOUSE)",XIAP
BALAMAPIMOD,FAH
L779450,FAH
SRT-2104,SIRT1
CD2314,BCL2L1
COMPOUND 23 [PMID: 35816678],CX3CR1
ML290,APP
INSL3,APP
COMPOUND 23 [PMID: 35816678],CUX1
SB-747651A,CUX1
BIM 23197,FASLG
EDOTREOTIDE,FASLG
DOSTARLIMAB,PDCD1
BIM 23268,AQP2
IMIQUIMOD,SARDH
IXAZOMIB,PSMD12
IXAZOMIB,PSMB8
IXAZOMIB,PSMB1
LVP,AQP9
TRU-015,MS4A1
"[PP1-17,ALA31,AIB32]NPY (HUMAN)",ANXA5
BAFETINIB,PDGFRB
AKT INHIBITOR MK2206,CCNE1
PF-04457845,FAAH
CETUXIMAB,EGFR
CETUXIMAB,MET
PF-05175157,ACACA
ALK/TRK INHIBITOR TSR-011,NTRK3
ALECTINIB,ALK
PACLITAXEL,NRG1
VEMURAFENIB,PTEN
SELUMETINIB,NRAS
ENVAFOLIMAB,CD274
VEMURAFENIB,AKT1
PEMBROLIZUMAB,JAK2
MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR,EGFR
ZENOCUTUZUMAB,ERBB2
JQEZ5,EZH2
CETUXIMAB,TP53
PANITUMUMAB,CDKN2A
GEFITINIB,EGFR
TENALISIB,PIK3CG
CAFICRESTAT,AKR1B1
CETUXIMAB,CDKN2A
VEMURAFENIB,CDKN2A
DABRAFENIB,CDKN2A
CDX-3379,ERBB3
ALPELISIB,FGFR1
OLVEREMBATINIB,FGFR1
KO-947,MAPK1
CARBOPLATIN,KEAP1
CRENOLANIB,KIT
MIDOSTAURIN,KIT
RIPRETINIB,KIT
ADAVOSERTIB,KIT
KO-947,NRAS
NIVOLUMAB,NRAS
NAVITOCLAX,NRAS
SOTORASIB,NRAS
SULTHIAME,CA1
AKT INHIBITOR MK2206,NRAS
DABRAFENIB,PIK3CA
PERIFOSINE,PIK3CA
EBDAROKIMAB,IL23A
BRAFV600/PI3K INHIBITOR ASN003,PIK3CA
BISANTRENE,FTO
CARBOPLATIN,PTEN
CAPMATINIB,PTEN
GDC-0879,PTEN
BRAFV600/PI3K INHIBITOR ASN003,PTEN
NAVITOCLAX,PTEN
INFIGRATINIB,PTEN
TIROFIBAN HYDROCHLORIDE,ITGA2B
GSK-3174998,TNFRSF4
FENAMIDONE,NFE2L2
CHLORPHENIRAMINE POLISTIREX,CYP3A5
EMD-1201081,TLR9
TEBOTELIMAB,PDCD1
QUISINOSTAT,HDAC5
VIRULIZIN,IL12B
GIMSILUMAB,CSF2
QUISINOSTAT,HDAC1
MNK1 INHIBITOR,ESRRG
REBIMASTAT,MMP14
ALLOXAN,USP2
ACETOPHENAZINE,DRD1
REBIMASTAT,MMP1
(R)-16 [PMID: 32267688],BCKDHA
COMPOUND 19A [PMID: 26506089],GYPA
TIPIFARNIB,PIK3CA
REVAMILAST,PDE4D
LOXAPINE,DRD2
INCOBOTULINUMTOXINA,SNAP25
CHEMBL:CHEMBL469309,HSD17B10
CHEMBL:CHEMBL1801219,TP53
SOMATOSTATIN,SSTR2
ADERBASIB,ADAM10
ANCROD,FGB
INFIGRATINIB,KIT
ZSTK474,PIK3R1
UNFRACTIONATED HEPARIN,SERPINC1
CHEMBL:CHEMBL1288106,CYP1A2
DIDANOSINE,AR
ZOLPIDEM TARTRATE,CYP3A5
DIHYDROERGOCRISTINE,DRD1
PRILOCAINE,SCN5A
LABETALOL,ADRB1
DRUGSATFDA.NDA:008378,GHRL
BINIMETINIB,MAP2K2
TRETINOIN,RXRB
PAREGORIC,CYP2D6
ENTRECTINIB,ALK
TRAMETINIB DIMETHYL SULFOXIDE,MAP2K2
OMIPALISIB,PIK3CD
ASPIRIN,HLA-DRB1
OMIPALISIB,PIK3CB
PI3K/MTOR KINASE INHIBITOR PF-04691502,PIK3CB
TANNIN PYROGALLOL,NFE2L2
CENISERTIB,MAP4K2
TRAZODONE,HSD17B10
CHEMBL:CHEMBL44011,AR
GW843682X,FGFR1
BUTORPHANOL,CYP2C19
ACLARUBICIN,TOP2A
LIOTHYRONINE,CYP3A4
"D(CH2)5[D-ILE2,ILE4,ALA-NH29]AVP",AQP9
BROXYQUINOLINE,HSP90AA1
SUNITINIB,FLT1
ARFORMOTEROL,ADRB2
PYROTINIB,DXO
METAMIZOLE SODIUM,ALOX15
CHEMBL:CHEMBL1998001,BRCA1
CLOZAPINE,HLA-C
CHEMBL:CHEMBL1997335,CDK9
CP55940,ADCY3
SOFITUZUMAB VEDOTIN,TUBB4B
CHEMBL:CHEMBL336095,CYP1A2
RUTAECARPINE,SMN2
CHEMBL:CHEMBL591598,GLP1R
MASOPROCOL,VDR
FEBUXOSTAT,GCKR
CCT196969,NRAS
ESCULETIN,HIF1A
KOPARIN,ALOX15
GEMFIBROZIL,CYP2C9
GW7647,HIF1A
R-SPONDIN-3,ADRA1A
GLOFITAMAB,CD3E
GLYCOSYLATED RECOMBINANT HUMAN INTERLEUKIN-7,IL7R
DIGITOXIN,AR
